firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
753,ai_enabled_coordination,small,0.323,0.556,-0.103,0.301,1.816,5,1,4,2,3.0,3.0,4.36,3.76,2.54,4.52,0.133,0.956,0.758,9,0.913,0.906,0.58
754,ai_enabled_coordination,small,-0.148,-0.919,-1.239,-0.941,0.71,3,3,5,1,3.0,3.0,5.0,3.64,3.01,5.0,0.084,0.881,0.995,14,0.866,0.851,0.59
755,ai_enabled_coordination,small,-0.466,-0.417,2.096,-0.215,0.34,3,1,3,3,2.0,3.0,3.68,4.64,2.44,4.13,0.074,0.884,0.713,9,0.902,0.835,1.59
756,ai_enabled_coordination,medium,-1.595,-0.295,1.594,-1.282,2.5,4,2,5,2,3.0,3.5,5.0,5.0,1.49,5.0,0.03,0.99,0.916,15,0.919,0.728,1.52
757,ai_enabled_coordination,small,0.514,0.976,0.679,-0.193,-0.556,2,1,3,2,1.5,2.5,4.62,5.0,2.58,3.68,0.18,0.839,0.776,8,0.871,0.856,1.21
758,ai_enabled_coordination,small,-0.533,0.918,-0.812,-0.423,0.146,3,2,5,3,2.5,4.0,3.93,4.93,2.52,4.92,0.049,0.883,0.862,10,0.913,0.84,0.5
759,ai_enabled_coordination,medium,-1.17,-1.246,-0.049,-0.347,-0.732,2,2,3,1,2.0,2.0,3.22,4.45,1.88,2.5,0.048,0.864,0.553,10,0.911,0.85,1.7
760,ai_enabled_coordination,medium,-2.5,0.055,-0.16,0.54,1.452,1,2,5,1,1.5,3.0,5.0,4.99,2.18,3.22,0.03,0.913,0.753,9,0.842,0.882,0.88
761,ai_enabled_coordination,small,-0.028,-0.71,0.331,-1.202,2.189,4,3,4,4,3.5,4.0,4.59,4.95,2.77,4.3,0.085,0.916,0.939,13,0.889,0.794,1.26
762,ai_enabled_coordination,small,1.772,-1.259,1.451,1.093,2.17,1,2,2,2,1.5,2.0,3.16,3.68,2.38,2.01,0.237,0.71,0.793,2,0.907,0.987,1.62
763,ai_enabled_coordination,small,1.661,-0.217,0.879,-2.0,1.724,1,3,3,3,2.0,3.0,5.0,5.0,2.58,5.0,0.09,0.904,0.955,14,0.884,0.844,1.46
764,ai_enabled_coordination,small,-0.457,-0.308,-1.077,-0.688,0.302,2,2,2,2,2.0,2.0,3.33,5.0,1.95,4.6,0.109,0.846,0.687,9,0.833,0.906,0.7
765,ai_enabled_coordination,small,-0.602,2.427,1.376,-0.299,0.135,3,4,2,4,3.5,3.0,4.67,4.82,1.97,5.0,0.098,0.929,0.792,9,0.918,0.863,1.82
766,ai_enabled_coordination,small,0.469,0.433,0.313,0.266,-1.171,2,2,4,2,2.0,3.0,4.93,4.46,1.8,4.29,0.055,0.875,0.804,8,0.952,0.869,1.21
767,ai_enabled_coordination,medium,-0.998,-1.378,0.687,-0.481,2.5,2,3,4,4,2.5,4.0,5.0,4.73,2.22,3.99,0.041,0.967,0.845,13,0.897,0.865,1.44
768,ai_enabled_coordination,medium,0.302,-0.565,1.467,-0.715,0.969,3,2,3,4,2.5,3.5,5.0,4.47,2.58,5.0,0.087,0.935,0.855,14,0.932,0.818,1.7
769,ai_enabled_coordination,small,0.766,1.021,-1.112,0.219,0.008,3,2,3,1,2.5,2.0,3.43,4.49,2.16,4.56,0.134,0.808,0.819,12,0.887,0.829,0.51
770,ai_enabled_coordination,medium,1.227,2.088,-0.036,-0.358,1.828,3,4,4,2,3.5,3.0,5.0,3.94,2.97,5.0,0.093,0.914,0.934,9,0.913,0.824,0.81
771,ai_enabled_coordination,small,-0.1,-1.586,-0.531,1.104,-0.473,2,1,2,3,1.5,2.5,2.88,4.29,1.77,2.89,0.099,0.805,0.727,6,0.917,0.94,0.77
772,ai_enabled_coordination,medium,-0.204,-1.88,-1.568,0.605,0.907,3,3,3,2,3.0,2.5,2.61,4.01,1.27,2.52,0.112,0.881,0.651,7,0.891,0.868,0.55
773,ai_enabled_coordination,small,-0.878,1.871,0.347,0.514,0.327,2,2,3,3,2.0,3.0,3.08,4.46,2.46,4.67,0.152,0.806,0.672,9,0.881,0.897,1.26
774,ai_enabled_coordination,small,-0.827,0.39,2.5,-1.895,1.139,2,1,4,3,1.5,3.5,5.0,5.0,3.61,5.0,0.101,0.97,0.853,15,0.913,0.817,2.0
775,ai_enabled_coordination,medium,-0.226,-0.868,-1.84,-0.221,0.436,1,2,4,2,1.5,3.0,5.0,3.94,1.78,3.4,0.111,0.886,0.757,5,0.912,0.811,0.29
776,ai_enabled_coordination,small,0.367,0.535,-0.032,-0.42,-0.951,2,2,3,4,2.0,3.5,3.65,5.0,1.45,3.55,0.067,0.83,0.842,10,0.905,0.796,0.97
777,ai_enabled_coordination,small,0.914,-2.5,0.641,-1.279,0.576,3,4,2,2,3.5,2.0,5.0,4.95,2.94,3.96,0.077,0.917,0.958,11,0.894,0.786,1.09
778,ai_enabled_coordination,small,-0.803,0.003,0.123,0.131,1.549,4,1,5,3,2.5,4.0,4.84,2.84,2.79,3.87,0.112,0.99,0.793,9,0.885,0.892,1.14
779,ai_enabled_coordination,small,1.493,0.328,-0.113,-0.634,0.471,3,2,3,3,2.5,3.0,4.79,5.0,2.36,5.0,0.07,0.758,0.884,11,0.948,0.771,0.89
780,ai_enabled_coordination,small,-0.271,0.924,-1.299,0.44,1.275,3,1,5,3,2.0,4.0,5.0,3.49,1.66,4.65,0.045,0.97,0.763,8,0.89,0.811,0.53
781,ai_enabled_coordination,small,-0.021,-1.014,0.233,-1.195,-0.546,3,1,2,2,2.0,2.0,4.52,4.98,2.65,4.7,0.123,0.761,0.816,13,0.888,0.85,1.39
782,ai_enabled_coordination,small,-0.747,0.086,-0.757,1.397,0.474,4,1,3,1,2.5,2.0,3.49,2.79,1.88,2.22,0.075,0.845,0.67,10,0.855,0.835,0.48
783,ai_enabled_coordination,small,-2.424,-0.925,-2.19,-0.957,-0.125,1,2,4,3,1.5,3.5,5.0,4.37,2.34,2.82,0.112,0.926,0.814,10,0.839,0.786,0.3
784,ai_enabled_coordination,small,0.884,0.255,1.195,-0.371,1.247,4,2,4,4,3.0,4.0,5.0,5.0,2.68,5.0,0.059,0.878,0.941,14,0.905,0.797,1.49
785,ai_enabled_coordination,small,0.737,-0.895,0.958,0.227,0.531,3,3,2,3,3.0,2.5,5.0,5.0,1.05,3.56,0.092,0.965,0.741,7,0.919,0.766,1.99
786,ai_enabled_coordination,medium,-0.281,-0.408,0.052,-0.682,1.19,3,1,4,3,2.0,3.5,4.76,4.9,2.74,4.04,0.059,0.93,0.821,11,0.876,0.885,1.06
787,ai_enabled_coordination,small,0.067,-0.996,0.229,0.537,1.588,4,1,4,2,2.5,3.0,5.0,4.17,2.68,4.82,0.063,0.875,0.76,12,0.905,0.819,1.3
788,ai_enabled_coordination,small,0.516,0.651,1.074,-1.632,1.192,2,3,4,3,2.5,3.5,5.0,4.81,3.05,4.81,0.084,0.964,0.98,11,0.862,0.832,1.43
789,ai_enabled_coordination,small,-1.563,0.858,0.224,1.078,0.773,2,2,3,3,2.0,3.0,3.74,4.68,1.0,3.35,0.038,0.879,0.823,6,0.893,0.83,0.67
790,ai_enabled_coordination,medium,-0.529,-0.235,0.904,-0.454,-0.498,3,2,3,2,2.5,2.5,5.0,3.25,2.0,2.44,0.085,0.86,0.93,5,0.892,0.851,1.31
791,ai_enabled_coordination,small,0.794,0.038,-0.297,-0.687,0.497,3,2,2,3,2.5,2.5,2.99,5.0,1.68,4.21,0.153,0.767,0.852,11,0.853,0.895,1.15
792,ai_enabled_coordination,small,-1.254,-1.449,1.312,-0.878,-0.033,2,3,3,2,2.5,2.5,4.47,4.82,3.05,3.82,0.084,0.955,0.812,8,0.935,0.839,1.39
793,ai_enabled_coordination,small,0.294,-0.3,0.321,0.466,0.156,4,1,2,1,2.5,1.5,3.06,3.88,2.48,3.1,0.132,0.861,0.812,8,0.868,0.896,0.46
794,ai_enabled_coordination,small,-1.357,-0.05,0.194,-0.744,0.125,3,4,3,2,3.5,2.5,5.0,5.0,1.79,5.0,0.053,0.944,0.818,9,0.89,0.834,1.07
795,ai_enabled_coordination,small,0.466,2.5,-1.27,-0.824,-0.48,3,1,3,3,2.0,3.0,3.75,3.83,2.84,5.0,0.136,0.881,0.644,8,0.894,0.858,0.2
796,ai_enabled_coordination,medium,-0.036,-1.112,0.287,-0.45,-1.457,4,2,3,2,3.0,2.5,5.0,4.88,1.9,4.37,0.096,0.902,0.879,8,0.896,0.871,1.25
797,ai_enabled_coordination,medium,-1.615,1.464,-0.832,-1.209,-0.168,1,1,3,2,1.0,2.5,4.51,3.77,3.25,5.0,0.107,0.854,0.649,10,0.884,0.881,1.23
798,ai_enabled_coordination,small,1.165,0.997,-0.638,1.488,0.693,2,1,2,3,1.5,2.5,3.23,3.32,1.56,2.47,0.189,0.823,0.731,4,0.854,0.907,0.98
799,ai_enabled_coordination,small,-0.735,0.281,-0.815,-0.66,-0.848,2,1,1,2,1.5,1.5,4.83,5.0,1.45,3.23,0.174,0.847,0.908,7,0.913,0.918,1.13
800,ai_enabled_coordination,medium,-0.81,1.759,-1.066,0.598,0.516,1,1,4,2,1.0,3.0,3.56,2.91,2.06,2.19,0.11,0.808,0.843,5,0.879,0.852,0.51
801,ai_enabled_coordination,small,0.201,0.372,2.125,-0.705,2.4,3,3,5,4,3.0,4.5,4.77,5.0,3.52,5.0,0.035,0.979,0.899,14,0.91,0.798,1.81
802,ai_enabled_coordination,small,1.149,0.389,1.331,-1.502,1.523,4,3,2,2,3.5,2.0,5.0,5.0,2.87,4.41,0.045,0.903,0.937,11,0.909,0.785,1.22
803,ai_enabled_coordination,small,-1.016,-0.053,1.92,-0.827,2.144,4,3,2,3,3.5,2.5,5.0,4.34,1.92,2.17,0.126,0.877,0.779,9,0.872,0.847,1.56
804,ai_enabled_coordination,small,0.062,1.224,-1.223,0.556,0.891,3,2,4,3,2.5,3.5,2.23,3.87,3.36,4.95,0.092,0.833,0.733,8,0.871,0.891,0.23
805,ai_enabled_coordination,small,0.429,1.096,0.071,-0.344,1.668,5,2,4,4,3.5,4.0,4.63,5.0,2.45,5.0,0.03,0.949,0.821,12,0.918,0.895,0.64
806,ai_enabled_coordination,small,0.693,-0.626,-1.294,0.924,-0.224,3,2,3,1,2.5,2.0,2.36,4.23,2.29,2.81,0.172,0.889,0.542,10,0.85,0.912,0.89
807,ai_enabled_coordination,medium,0.176,-1.319,-0.696,0.769,-0.144,4,1,4,2,2.5,3.0,5.0,3.9,3.08,3.9,0.144,0.913,0.721,6,0.914,0.838,0.2
808,ai_enabled_coordination,medium,-0.367,-0.203,-0.918,0.677,-2.239,1,3,2,2,2.0,2.0,3.96,2.16,2.06,2.48,0.135,0.827,0.61,8,0.877,0.843,1.14
809,ai_enabled_coordination,small,-0.828,-0.8,1.24,-0.998,1.686,3,3,3,1,3.0,2.0,5.0,4.51,1.72,4.31,0.068,0.844,0.979,11,0.891,0.891,1.87
810,ai_enabled_coordination,small,0.086,-0.064,-0.396,-1.122,2.04,3,3,3,3,3.0,3.0,5.0,4.82,2.82,5.0,0.048,0.928,0.991,14,0.905,0.814,0.99
811,ai_enabled_coordination,large,-1.072,1.237,1.068,-1.076,-0.053,3,1,5,3,2.0,4.0,5.0,4.79,1.89,4.93,0.03,0.901,0.815,13,0.944,0.83,1.29
812,ai_enabled_coordination,medium,-2.5,-0.457,0.604,-0.185,0.246,1,2,1,2,1.5,1.5,3.99,2.6,3.06,3.65,0.064,0.86,0.795,7,0.846,0.818,0.87
813,ai_enabled_coordination,small,0.437,-0.043,2.304,-0.465,-0.254,4,2,5,3,3.0,4.0,5.0,5.0,2.63,4.26,0.109,0.956,0.951,12,0.912,0.874,1.76
814,ai_enabled_coordination,medium,0.904,0.058,-1.479,-2.0,0.883,2,3,4,4,2.5,4.0,5.0,5.0,4.83,5.0,0.079,0.99,0.86,14,0.921,0.85,0.7
815,ai_enabled_coordination,medium,-2.363,0.848,1.259,-0.598,1.625,2,4,4,3,3.0,3.5,5.0,4.95,3.51,4.79,0.03,0.99,0.894,9,0.904,0.774,1.6
816,ai_enabled_coordination,small,-1.01,-2.247,1.146,-0.409,-1.243,4,2,2,2,3.0,2.0,4.91,4.71,1.28,3.66,0.069,0.935,0.705,7,0.896,0.806,1.15
817,ai_enabled_coordination,small,0.619,-0.607,-0.973,-0.4,0.909,1,2,4,2,1.5,3.0,3.68,2.92,2.73,3.0,0.158,0.842,0.764,8,0.876,0.877,0.96
818,ai_enabled_coordination,small,2.057,0.211,1.007,0.66,0.223,3,1,4,4,2.0,4.0,5.0,5.0,2.98,4.07,0.113,0.781,0.78,9,0.88,0.86,1.91
819,ai_enabled_coordination,small,0.021,1.2,0.336,0.112,0.613,2,3,2,3,2.5,2.5,3.87,3.84,2.82,4.19,0.063,0.901,0.76,8,0.884,0.872,1.07
820,ai_enabled_coordination,small,-0.728,-0.492,-0.227,1.029,0.959,3,1,3,1,2.0,2.0,4.13,3.45,2.32,2.99,0.116,0.79,0.679,8,0.867,0.914,0.94
821,ai_enabled_coordination,medium,-0.183,-1.877,-0.824,-0.344,0.312,2,1,2,1,1.5,1.5,5.0,2.57,3.4,2.97,0.179,0.806,0.782,8,0.889,0.889,0.32
822,ai_enabled_coordination,small,1.375,0.62,-0.719,0.694,0.396,2,2,1,4,2.0,2.5,3.35,4.44,1.71,3.08,0.221,0.807,0.74,7,0.863,0.883,0.59
823,ai_enabled_coordination,small,-0.646,-0.635,2.05,0.604,0.286,4,2,5,3,3.0,4.0,4.27,3.17,1.87,5.0,0.05,0.99,0.823,10,0.919,0.794,1.97
824,ai_enabled_coordination,small,-0.799,-1.19,0.001,1.03,1.47,2,1,4,2,1.5,3.0,3.22,3.8,2.08,3.39,0.114,0.901,0.718,9,0.88,0.833,1.11
825,ai_enabled_coordination,small,-0.483,-0.624,0.782,-1.407,0.919,3,3,5,4,3.0,4.5,5.0,5.0,3.84,5.0,0.03,0.955,0.995,10,0.864,0.775,1.16
826,ai_enabled_coordination,medium,-0.953,-0.185,-0.791,-0.378,0.721,2,1,4,3,1.5,3.5,3.64,3.63,2.4,4.38,0.151,0.943,0.73,8,0.885,0.848,0.7
827,ai_enabled_coordination,small,0.123,-0.605,-0.78,-0.461,-0.771,2,1,1,2,1.5,1.5,4.72,3.48,2.17,3.93,0.115,0.759,0.676,6,0.95,0.857,0.55
828,ai_enabled_coordination,small,1.625,-2.206,1.082,-0.088,0.121,3,1,4,3,2.0,3.5,5.0,4.67,3.36,4.69,0.076,0.907,0.891,11,0.869,0.86,1.35
829,ai_enabled_coordination,small,0.323,0.897,-1.35,0.468,1.399,2,1,2,1,1.5,1.5,3.67,2.35,1.52,2.28,0.173,0.787,0.665,4,0.894,0.873,0.59
830,ai_enabled_coordination,small,-0.252,1.275,-0.415,-0.905,0.538,3,3,3,3,3.0,3.0,4.63,4.09,3.04,4.23,0.14,0.807,0.765,8,0.888,0.851,0.24
831,ai_enabled_coordination,small,-0.292,0.652,0.034,-0.101,1.16,3,2,3,2,2.5,2.5,4.26,5.0,2.28,4.52,0.181,0.89,0.955,9,0.879,0.837,0.99
832,ai_enabled_coordination,small,-1.563,-1.138,0.111,-2.0,2.267,5,2,4,2,3.5,3.0,5.0,5.0,4.68,5.0,0.03,0.99,0.995,11,0.887,0.778,1.15
833,ai_enabled_coordination,small,0.883,-0.201,-0.179,1.148,1.539,1,1,2,3,1.0,2.5,4.44,3.78,1.0,2.66,0.174,0.832,0.758,10,0.884,0.882,0.76
834,ai_enabled_coordination,small,-0.078,-0.007,0.396,-0.75,0.593,5,1,2,2,3.0,2.0,4.55,4.3,2.93,4.32,0.09,0.9,0.818,14,0.913,0.86,1.01
835,ai_enabled_coordination,small,-0.18,0.599,0.693,-0.342,-0.011,3,2,2,2,2.5,2.0,5.0,4.43,2.77,5.0,0.061,0.887,0.924,11,0.916,0.829,1.14
836,ai_enabled_coordination,small,2.5,0.668,0.735,-0.686,-2.054,2,2,2,2,2.0,2.0,4.75,3.68,3.12,4.05,0.195,0.812,0.637,9,0.851,0.935,1.15
837,ai_enabled_coordination,medium,0.299,-0.734,-0.986,0.881,0.332,4,2,2,3,3.0,2.5,3.74,2.84,2.88,2.63,0.118,0.831,0.757,7,0.925,0.868,0.71
838,ai_enabled_coordination,small,-0.752,0.082,-0.284,-2.0,0.174,5,3,5,1,4.0,3.0,5.0,5.0,3.56,5.0,0.072,0.99,0.995,13,0.919,0.772,0.93
839,ai_enabled_coordination,small,-0.426,0.457,1.195,-0.583,0.89,2,1,3,3,1.5,3.0,5.0,4.66,3.26,4.13,0.135,0.99,0.891,10,0.854,0.846,0.85
840,ai_enabled_coordination,small,1.148,1.456,0.895,-0.558,0.346,2,3,5,2,2.5,3.5,3.57,5.0,2.75,3.84,0.108,0.903,0.757,13,0.913,0.815,1.55
841,ai_enabled_coordination,small,0.113,0.705,-1.373,-0.558,0.18,3,2,2,2,2.5,2.0,4.38,4.44,2.05,4.57,0.176,0.908,0.719,7,0.897,0.935,0.36
842,ai_enabled_coordination,small,-1.438,0.789,0.351,1.281,-1.279,3,1,3,2,2.0,2.5,3.53,4.34,2.31,3.21,0.162,0.827,0.718,7,0.898,0.958,1.72
843,ai_enabled_coordination,small,0.919,0.084,-1.978,-0.949,-0.44,3,1,2,3,2.0,2.5,5.0,4.48,2.02,5.0,0.137,0.864,0.9,11,0.812,0.874,0.2
844,ai_enabled_coordination,large,-0.668,1.41,0.047,0.528,0.977,2,1,5,3,1.5,4.0,5.0,3.26,2.1,4.82,0.041,0.955,0.873,11,0.892,0.878,0.96
845,ai_enabled_coordination,small,1.873,0.41,1.898,-0.494,2.216,2,4,4,2,3.0,3.0,5.0,5.0,1.82,4.34,0.03,0.938,0.995,10,0.89,0.809,1.7
846,ai_enabled_coordination,small,1.08,-0.861,-0.948,0.985,0.402,1,2,3,2,1.5,2.5,3.3,2.25,1.89,3.06,0.22,0.911,0.616,7,0.833,0.9,0.74
847,ai_enabled_coordination,small,-0.447,1.403,-0.834,-0.75,0.828,3,2,3,3,2.5,3.0,5.0,3.85,2.45,4.02,0.112,0.896,0.804,11,0.853,0.804,0.2
848,ai_enabled_coordination,large,1.281,0.698,0.764,-1.077,1.452,4,3,5,5,3.5,5.0,5.0,5.0,2.75,5.0,0.064,0.99,0.995,20,0.916,0.801,1.26
849,ai_enabled_coordination,small,0.068,-0.443,-1.543,0.836,-0.311,1,1,2,2,1.0,2.0,3.75,5.0,1.99,3.44,0.137,0.758,0.79,8,0.849,0.877,0.56
850,ai_enabled_coordination,small,0.853,-0.479,-0.633,0.233,0.867,3,2,3,4,2.5,3.5,5.0,5.0,1.61,4.05,0.119,0.915,0.932,7,0.875,0.887,0.46
851,ai_enabled_coordination,small,0.485,0.297,0.596,-1.749,-0.24,2,4,2,3,3.0,2.5,5.0,5.0,4.47,5.0,0.057,0.967,0.909,12,0.903,0.815,1.65
852,ai_enabled_coordination,small,-0.846,0.463,-0.634,-0.635,1.365,3,1,3,3,2.0,3.0,4.84,4.61,2.77,3.41,0.08,0.853,0.83,12,0.884,0.921,0.61
853,ai_enabled_coordination,small,-0.644,0.197,-0.236,0.198,0.651,2,3,5,2,2.5,3.5,3.91,5.0,2.46,5.0,0.05,0.884,0.858,9,0.896,0.848,0.64
854,ai_enabled_coordination,medium,1.03,0.311,0.744,0.344,0.798,3,2,4,2,2.5,3.0,3.44,4.01,1.81,3.69,0.104,0.895,0.72,7,0.898,0.865,1.58
855,ai_enabled_coordination,small,-0.335,1.7,0.422,-0.909,-0.283,2,4,2,2,3.0,2.0,5.0,5.0,2.64,4.14,0.11,0.884,0.908,11,0.872,0.846,1.65
856,ai_enabled_coordination,small,-0.404,1.072,0.267,-2.0,1.207,2,3,3,1,2.5,2.0,4.85,5.0,4.11,5.0,0.072,0.99,0.804,13,0.896,0.89,1.23
857,ai_enabled_coordination,small,-0.955,0.191,-0.339,0.321,2.5,3,1,5,3,2.0,4.0,3.95,5.0,2.8,4.57,0.103,0.99,0.986,10,0.902,0.792,1.24
858,ai_enabled_coordination,small,0.424,0.941,0.37,-1.378,-0.508,1,2,2,3,1.5,2.5,4.22,4.86,2.57,3.78,0.124,0.832,0.773,10,0.887,0.85,1.65
859,ai_enabled_coordination,small,2.063,-1.033,-0.124,-1.966,0.16,3,3,4,2,3.0,3.0,5.0,5.0,3.9,5.0,0.089,0.908,0.893,12,0.906,0.842,0.67
860,ai_enabled_coordination,small,-1.068,0.398,0.458,-2.0,0.732,3,2,2,3,2.5,2.5,5.0,5.0,3.14,5.0,0.065,0.905,0.973,12,0.954,0.826,1.46
861,ai_enabled_coordination,medium,0.024,1.809,-0.497,0.583,1.286,2,1,5,1,1.5,3.0,3.96,4.45,1.34,3.28,0.183,0.878,0.816,10,0.902,0.924,0.44
862,ai_enabled_coordination,small,1.412,-0.218,-0.183,-0.034,-0.06,4,3,3,3,3.5,3.0,4.67,4.44,2.67,3.97,0.114,0.868,0.803,9,0.899,0.79,1.05
863,ai_enabled_coordination,small,-0.08,-0.848,-0.99,-0.353,-2.333,2,1,3,1,1.5,2.0,4.52,5.0,1.86,3.88,0.08,0.782,0.773,9,0.875,0.798,0.58
864,ai_enabled_coordination,small,0.452,-0.652,-0.035,1.1,1.859,3,1,3,2,2.0,2.5,2.91,2.05,2.4,2.79,0.115,0.895,0.637,9,0.906,0.886,1.36
865,ai_enabled_coordination,small,-1.062,-1.09,-0.811,0.424,1.261,2,3,3,2,2.5,2.5,3.45,4.52,2.11,4.3,0.125,0.951,0.823,12,0.898,0.932,1.03
866,ai_enabled_coordination,small,0.428,-0.785,-1.114,1.305,-1.243,4,1,2,1,2.5,1.5,3.85,3.37,2.84,2.45,0.191,0.837,0.679,5,0.894,0.935,0.73
867,ai_enabled_coordination,small,-0.187,-0.371,0.259,-1.494,-0.108,5,1,2,2,3.0,2.0,5.0,5.0,3.06,5.0,0.118,0.919,0.971,12,0.917,0.82,1.19
868,ai_enabled_coordination,small,0.986,-1.406,0.213,-0.256,2.068,3,2,3,2,2.5,2.5,5.0,4.71,2.06,3.05,0.07,0.872,0.837,9,0.903,0.846,1.24
869,ai_enabled_coordination,medium,1.187,0.016,0.783,-1.879,1.948,5,1,5,4,3.0,4.5,5.0,5.0,2.31,5.0,0.152,0.871,0.995,15,0.89,0.887,1.43
870,ai_enabled_coordination,medium,2.5,0.902,-0.431,-0.356,1.439,3,2,3,3,2.5,3.0,3.72,5.0,3.0,4.89,0.157,0.85,0.799,13,0.886,0.837,0.91
871,ai_enabled_coordination,small,0.58,-0.908,0.408,-0.517,0.324,2,4,2,4,3.0,3.0,4.21,5.0,3.3,5.0,0.125,0.918,0.949,11,0.957,0.889,1.6
872,ai_enabled_coordination,small,0.326,1.519,0.551,0.221,0.583,2,1,5,3,1.5,4.0,4.8,3.85,1.0,4.57,0.06,0.875,0.904,13,0.889,0.819,1.69
873,ai_enabled_coordination,small,0.194,0.511,0.445,-0.265,0.369,2,2,4,2,2.0,3.0,4.52,4.5,3.57,4.25,0.03,0.927,0.84,12,0.898,0.82,1.14
874,ai_enabled_coordination,small,-0.353,1.031,-0.826,0.411,1.628,2,2,3,4,2.0,3.5,3.1,5.0,2.44,3.8,0.038,0.91,0.683,9,0.897,0.841,0.74
875,ai_enabled_coordination,small,0.338,-0.658,0.149,0.431,-0.376,1,2,3,2,1.5,2.5,3.43,2.08,1.93,3.38,0.04,0.868,0.861,10,0.872,0.839,1.08
876,ai_enabled_coordination,small,-0.295,0.855,0.364,1.623,-0.306,3,1,2,2,2.0,2.0,4.12,1.97,2.23,2.83,0.203,0.848,0.737,7,0.881,0.896,0.66
877,ai_enabled_coordination,small,0.168,-1.092,0.007,-0.436,1.51,1,4,3,4,2.5,3.5,5.0,5.0,3.32,5.0,0.085,0.852,0.861,13,0.867,0.825,0.9
878,ai_enabled_coordination,small,1.318,0.89,-2.086,-0.997,0.456,4,2,5,2,3.0,3.5,5.0,5.0,2.72,5.0,0.079,0.889,0.9,12,0.928,0.829,0.65
879,ai_enabled_coordination,small,-1.007,0.172,0.16,0.015,1.878,2,2,4,4,2.0,4.0,5.0,4.68,3.42,5.0,0.041,0.99,0.817,13,0.913,0.728,0.84
880,ai_enabled_coordination,small,1.14,0.553,2.213,-1.646,-0.172,4,1,3,4,2.5,3.5,4.99,4.44,2.51,5.0,0.104,0.867,0.905,13,0.889,0.836,2.0
881,ai_enabled_coordination,small,1.317,-1.176,-0.36,1.184,0.445,3,2,5,2,2.5,3.5,5.0,4.17,1.91,4.91,0.103,0.948,0.773,9,0.92,0.883,1.21
882,ai_enabled_coordination,small,-0.118,-0.895,-0.728,-0.405,-0.422,1,1,2,3,1.0,2.5,4.78,3.52,2.34,4.03,0.167,0.794,0.778,6,0.855,0.895,0.83
883,ai_enabled_coordination,small,-2.122,0.597,0.373,-0.79,0.507,4,2,5,1,3.0,3.0,5.0,5.0,1.9,5.0,0.037,0.949,0.886,11,0.893,0.807,1.32
884,ai_enabled_coordination,small,-0.608,-0.948,0.312,-0.684,-0.979,2,2,4,2,2.0,3.0,3.68,4.07,2.47,2.7,0.077,0.901,0.911,9,0.89,0.78,0.85
885,ai_enabled_coordination,medium,1.297,0.463,1.193,0.079,0.012,2,3,2,2,2.5,2.0,4.28,3.74,1.82,3.69,0.135,0.889,0.81,10,0.873,0.879,1.5
886,ai_enabled_coordination,small,-0.023,-1.367,-1.258,-0.292,-0.936,1,3,2,2,2.0,2.0,4.45,3.52,2.49,3.64,0.116,0.895,0.779,12,0.834,0.88,0.93
887,ai_enabled_coordination,small,-0.999,0.848,0.731,-0.983,1.194,2,1,3,3,1.5,3.0,5.0,4.69,2.27,5.0,0.108,0.929,0.861,12,0.901,0.901,1.11
888,ai_enabled_coordination,small,-0.505,-1.233,0.59,1.142,1.217,2,2,2,1,2.0,1.5,3.91,3.1,1.0,2.83,0.184,0.745,0.677,10,0.863,0.871,1.55
889,ai_enabled_coordination,small,0.841,0.552,-0.142,-0.921,-1.23,2,3,3,2,2.5,2.5,4.51,4.52,2.47,4.96,0.112,0.884,0.766,9,0.91,0.816,0.53
890,ai_enabled_coordination,small,0.547,0.626,0.339,-0.237,1.834,3,2,3,2,2.5,2.5,5.0,4.29,1.73,4.63,0.046,0.99,0.835,10,0.869,0.813,0.78
891,ai_enabled_coordination,small,-0.239,-0.697,1.029,0.077,2.5,4,2,5,2,3.0,3.5,5.0,3.34,2.55,5.0,0.077,0.942,0.787,11,0.912,0.788,1.98
892,ai_enabled_coordination,medium,-0.367,0.582,0.872,-1.924,0.546,2,1,4,3,1.5,3.5,5.0,5.0,3.46,5.0,0.035,0.96,0.946,14,0.915,0.796,1.45
893,ai_enabled_coordination,medium,-0.392,0.26,-1.143,0.282,-0.141,2,1,3,1,1.5,2.0,3.67,3.43,2.1,4.03,0.124,0.861,0.734,9,0.896,0.866,0.48
894,ai_enabled_coordination,small,-0.922,-0.539,0.82,-1.387,2.5,3,2,5,2,2.5,3.5,5.0,5.0,2.76,5.0,0.03,0.916,0.891,12,0.87,0.772,1.74
895,ai_enabled_coordination,small,1.615,-1.009,-0.065,0.591,-0.819,4,1,2,2,2.5,2.0,2.55,2.44,1.34,2.91,0.173,0.797,0.736,9,0.853,0.788,1.35
896,ai_enabled_coordination,small,-0.322,-1.963,0.073,-1.042,0.52,3,2,3,5,2.5,4.0,5.0,4.34,3.09,5.0,0.113,0.99,0.932,9,0.919,0.852,1.31
